63.65,69.54
62.96,68.7
65.09,69.62
65.16,71.5
66.55,72.34
66.46,70.22
67.48,68.32
67.99,68
67.56,67.88
69.68,68.4
70.38,69.77
71.03,70.3
71.12,69.11
67.41,66.63
68.61,66.7
68.15,65.7
67.46,66.74
65.58,65.57
65.3,66.28
66.38,67.77
64.06,66.1
64.7,67.8
65.1,67.75
65.11,68.32
64.23,67.73
62.56,66.82
63.5,68.9
63.29,68.74
62.55,68.76
62.28,67.28
60.91,67.12
60.45,68.07
60.03,67.08
55.92,65.18
55.62,65.79
57.32,66.16
57.68,66.25
56.36,65.54
57.3,65.29
58.33,66.35
57.73,67
57.99,66.89
58.28,67.7
57.68,68.08
57.54,68.31
59.52,69.51
61.23,69.77
62.18,69.93
62.5,71
63.02,70.77
62.63,69.85
62.02,69.56
63.81,70.08
64.92,71.14
65.55,73.25
65.85,73.22
63.95,71.65
62.9,70.75
64.03,69.85
62.54,69.1
61.71,69.52
61.14,70.17
61.55,69
62,69.17
62.9,69.68
63.11,68.5
63.16,69.52
64.32,70.15
64.75,71.12
64.12,70.56
64.28,69.81
64.5,72
63.97,71.3
64.63,71.17
63.25,69.6
62.71,69.73
62.25,68.59
62.01,68.21
62.49,67.1
61.03,66.05
61.04,66.18
62.44,67.42
62.05,67.05
61.83,66
61.75,66.75
61.77,66.55
61,64.88
60.94,64.19
61.42,64.85
62.29,64.8
62.14,63.75
63.36,63.31
62.86,62.2
61.25,61.89
60.64,60.9
58.5,60.03
58.32,58.76
58.62,59
57.19,58.15
57.4,58.04
58.23,58.32
56.92,56.25
57.26,55.05
57.95,55.89
58.5,54.64
58.5,55.67
58.74,55.42
59.81,57.16
59.79,56.65
59.47,57
59.15,55.31
57.11,53.24
56.37,54.04
56.92,54.59
56.99,54.35
57.2,54.6
57,53.67
56.88,52.65
57.49,53.43
58.57,53.65
59.17,54.72
58.65,53.99
58.59,52.85
59.41,53.9
58.78,52.75
57.76,52.37
58.17,52.84
58.76,54.7
59.29,53.65
59.4,54
59.9,51.98
60.24,52.1
61.36,52.12
61.92,51.5
62.3,52.68
61.89,53.45
62.04,52.6
61.11,53.4
62.95,54.5
62.49,53.3
62.19,52.35
61.63,52.14
61.84,52.5
61.31,50.59
61.78,50.94
61.77,50.97
62.27,51.98
62.5,51.31
63.5,51.8
63.7,52.3
63.57,52.71
63.16,54.14
64.39,54.58
64.12,55.05
64.12,54.2
63.81,54.3
62.69,53.89
62.73,53.86
62.05,53.58
62.57,53
62.52,52.55
62.48,52.88
62.12,53.73
61,54.3
61.04,53.16
61.8,54
61.62,54.05
61.38,53.34
61.65,52.92
61.98,51.64
62.22,51.35
62.9,51.3
63.21,51.6
62.28,49.4
61.65,47.39
60.17,47.83
60.48,47.49
60.85,47.3
60.59,45.36
60.63,44.34
62.17,44.63
61.97,43.34
62.64,44.22
62.26,43.23
63,44.43
62.72,43.84
64.23,45.65
64.33,46.1
64.06,45.27
64.17,46.28
63.77,44.97
64.22,47.36
64.83,48.24
65.22,47.84
64.28,49.34
64.31,49.1
64.79,49.21
64.63,48.25
65.52,49.75
66.12,49.99
65.67,48.37
65.84,49.36
66.37,48.45
66.41,48.35
66.36,49.35
65.31,48.67
67.35,49.86
67.15,50.33
67.72,50.46
68.1,50.9
65.41,49.95
66.48,51.18
65.82,51.24
63.71,51.01
62.93,49.62
64.15,50.32
64.3,51.29
64.48,51.29
64.25,50.11
64.37,49.35
63.72,48.94
63.94,49.14
63.98,48.67
64.62,48.42
64.74,48.7
65.27,48.46
65.82,48.8
65.76,50.18
65.15,50.57
65.84,51.17
65.7,51.2
66.05,52
65.65,53.62
65.74,53.35
65.85,53.56
65.83,52.46
66.81,52.33
66.86,52.01
66.53,50.35
67.16,50.61
67.08,50.46
66.99,51.65
67.84,51.52
68.4,51.2
68,50.29
68.38,50.14
67.53,49.22
68.7,50.05
68.26,51.22
67.73,50.39
67.89,51.32
66.87,50.94
67.56,51.84
67.09,51.24
66.69,50.36
66.66,49.59
67.49,49.28
68.19,48.3
68.25,48.06
67.88,48.64
67.45,48.01
66,48.15
66.45,48.57
66.28,48.56
66.54,48.99
65.6,48.53
65.06,50.16
65.52,50.1
65.67,50.82
65.2,49.92
65.54,50.17
64.75,48.93
64.94,49.5
65.07,48.4
64.72,48.21
65.54,48.96
66.44,49.46
66.54,50.35
66.37,50.02
66.41,50.31
65.26,50.65
64.22,49.06
64.7,49.84
64.1,49.56
64.53,50.09
64.6,51.1
64.85,51.53
64.95,52.14
65.48,52.12
64.71,51.55
64.56,51.6
64.78,51.89
64.43,51.96
63.62,51.12
63.67,51.88
64.26,52.47
64.27,53
65.02,53.53
64.74,53.54
64.42,54.15
64.96,54.68
65.38,54.35
65.61,54.72
65.44,54.66
66.02,54.74
66.03,55.54
65.82,55.76
65.75,55.64
66.62,56.58
67.01,57.08
67.58,57
67.47,56.38
67.47,55.16
66.9,57.44
65.65,56.22
65.41,57.74
65.77,57.5
65.79,58.53
65.93,57.76
65.89,57.7
66.69,56.44
66.52,54.2
66.48,54.36
66.77,54.27
65.46,53.78
66.57,53.64
66.26,53.85
66.29,54.23
66.13,55.13
64.68,53.58
65.01,54.03
65.12,53.54
65.07,52.43
65.4,52.35
65.31,52.65
66.11,53.64
65.98,54.33
65.59,54.03
66.07,55.55
65.8,55.5
66.52,55.78
67.44,56.75
67.56,57.26
68.86,57.63
69.39,57.76
69.62,58.79
70.52,58.96
70.46,60
70.08,60.17
69.99,59.79
70.97,60.67
71.7,62.05
71.43,61.82
72.72,62.65
72.34,62.14
72.28,61.82
72.33,61.07
72,61.7
72.7,63.44
73.51,62.55
73.9,61.59
72.35,61.63
71.9,61.29
72.87,62.61
73.4,62.28
72.53,60.76
73.09,61.4
73.36,62.4
73.91,63.59
74.59,64
75.14,65.89
75.12,66.98
74.5,66.63
76,68.17
75.7,67.14
74.6,66.54
75.23,65.83
75.52,67.98
76.03,70.12
77.69,71.17
78.12,72.5
77.35,69.54
78.62,73.27
77.93,72.17
79.83,74.35
79.75,73.54
81.43,75.34
82.24,74.48
82.23,74.08
82.18,74.77
78.3,72.77
79.12,70.93
80.28,72.6
77.95,72.3
77.75,73.9
77.24,74.49
79.47,77.34
79.36,76.44
81.25,76.76
81.3,76.25
80.1,74.3
79.57,71.8
78.28,71.64
77.32,69.91
78.28,70.7
79.4,69.4
78.63,68.69
79.37,71.02
78.6,69.43
80,69.36
78.84,70.26
80.49,73.9
78.5,73.17
78.52,72.26
78.13,71.89
79.25,71.11
79.24,72.15
78.67,72.1
80.1,73.8
80.14,73.95
81.52,75.91
81.56,76.25
83,75.89
82.46,75.76
84.86,78.47
85.57,78.37
85.13,77.31
84.77,75.5
86.78,76.06
86.55,75.25
88.25,74.02
88.58,73.09
89.54,74.25
87.99,72.78
86.7,71.85
86.5,71.03
87.42,71.54
88.17,70.55
87.89,69.5
90.08,70.93
90.3,71.91
91.75,72.35
91.15,72.98
92.06,73.08
91.4,72.35
89.35,70.47
89.1,71.37
87.68,70.15
88.95,69.02
89.85,69.8
91,72.9
91.33,74.55
89.33,73.59
89.44,74.11
89.71,75.76
89.15,75.93
91.58,78.81
93.24,79.32
93.25,77.33
93.39,78.6
92.74,78.74
93.71,80.1
94.78,78.92
95.99,81.48
96.18,80.42
97.24,81.32
95.18,79.4
97.72,83.3
96.5,83.89
96.09,83.73
95.87,85.63
95.99,86.34
97.01,86.92
98.34,87.21
98.71,86.51
99.17,83.3
96.5,85.8
93.04,82.29
89.91,81.3
90.1,80.26
92.73,81.47
93.8,84.81
93.46,85.73
91.88,84.37
90.41,81.36
86.86,81.06
89.27,83.78
89.42,83.65
90.25,84.88
91.17,86.93
90.35,87.19
92.29,88.9
91.77,88.18
91.3,88.48
91.11,89.64
91.66,91.44
93.27,92.15
92.56,92.37
90.62,93.79
90.25,94.38
90.27,95.08
89.22,95.18
87.22,93.2
87.27,95.66
87.69,95.69
85.81,92.99
86.65,92.5
83.99,90.38
84.58,93.4
86.27,96.74
86.63,98.38
85.82,99.8
87.24,100.66
87.42,102.12
86.99,100.11
85.39,101.71
85.2,100.22
87,100.21
89.1,102.27
89.39,102.8
90.9,104.3
91.96,108.31
90.98,105.63
91.23,106.95
89.36,104.26
89.14,105.92
86.51,102.26
87.45,103.06
87.96,103.05
86.88,100.65
86.65,98.98
86.45,103.95
89.06,112.17
87.99,109.05
85.55,107.02
87.02,110.99
85.6,111.27
85.83,109.2
87.01,108.99
87.25,108.68
88.28,110.89
88.42,106.91
88.95,109.14
87.09,110.92
87.47,110.95
87.42,108.5
90.61,113.12
91.47,113.75
91.4,113.66
92.66,114.59
93.17,116.84
92.06,116.82
91.23,114.95
90.86,109.92
91.5,109.65
93.53,114.34
95.16,117.39
95.91,117.48
96.17,112.39
94.44,109.25
94.22,105.53
94.17,104.44
95.12,106.67
93.06,103.32
90.57,100.02
91.33,101.46
91.69,99.27
91.73,100.54
90.59,98.04
89.52,102.13
90.08,99.99
89.57,101.04
88.14,97.52
86.08,95.59
86.64,95.42
86.09,96.44
84.43,92.68
81.13,92.51
80.52,91.49
81.56,93.75
79.35,92.74
77.63,91.8
78.8,91.26
80.43,92.74
80.06,93.98
82.3,98.21
81.08,92.54
80.93,93.1
81.23,93.9
81.36,95.66
82.18,93.39
81.71,92.87
79.2,89.19
78.89,88.44
78.39,87.02
78.98,86.06
78.86,85.93
76.49,82.35
74.22,82.97
73.08,81.49
75.55,81.49
77.56,76.3
76.79,74.99
85.46,77.5
82.8,79.17
85.98,82.63
89.18,87.62
88.32,86.13
86.71,84.86
86.45,86.69
86.64,86.21
89.57,77.09
85.07,82.01
85.97,79.59
82.33,75.82
82.59,75.25
84.28,71.61
87.27,72.49
89.42,72.26
89.9,69.6
83.22,66.5
81.99,67.78
82.2,65.03
83.31,60.73
79.29,59.34
77.21,59.37
78.5,61.8
76.03,58.77
71.71,54.93
70.65,56.6
72.21,53
72.18,50.85
73.79,53.22
74,55.68
72.71,54
71.34,55.59
71.1,52.49
75.48,57.38
72.8,53.84
72.22,50.15
72.5,50.04
73.58,51.23
72.05,48.11
70,45.75
72.15,49
73.3,46.18
72.65,45.16
72.51,44.77
72.26,43.26
73.45,39.55
78.85,41
80.91,44.13
80.87,41.36
80.38,44.54
80.31,42.09
75.65,39.89
76.95,38.5
76.18,38.05
75.5,35.41
74.52,34.25
76.2,36.12
76.33,34.45
79.75,35.81
80.65,38.64
80.81,38.1
82.6,36.84
84.46,36.44
85.43,34.81
83.87,32.73
82.63,33.06
83.46,30.63
82.63,30
83.46,29.02
85.6,29.1
86.35,30.92
85.9,30.2
86.52,33.1
86.23,35.63
84.48,37.3
85.13,37.25
82.75,33.27
84.46,33.2
83.92,32.37
80.76,30.65
80.88,31.84
79.79,31.23
80.39,30.18
82.71,29.86
84.52,28.66
84.15,31.03
84.58,30.02
88.53,32.33
88.95,32.14
88.38,29.5
87.42,29.75
89.5,29.22
91.31,29.22
88.84,28.4
88.47,28.87
89.18,28.27
90.12,28.81
89.59,28.2
88.32,28.25
90.21,26.91
92.29,26.08
93.17,26.13
92.55,25.6
95.45,23.46
96.91,22.86
95.77,24.28
97.8,24.35
97.73,23.32
94.73,24.44
93.15,26
93.06,27.23
92.63,27.05
90.93,24.48
90.04,25.39
88.99,27.61
91.99,26.56
92.29,27.99
90.57,28.65
88.14,27.83
89.22,26.3
91.1,28.23
91.3,27.63
90.8,28.25
90.04,29.44
93.09,29.61
94.35,30.36
93.59,30.76
92.08,31.78
90.95,31.61
91.98,31.21
91.93,32.02
90.69,30.75
89.98,28.7
90.28,29.05
91.03,28.58
88.8,30.98
87.59,30.93
85.27,30.23
86.74,28.94
86.61,29.49
86.31,30.69
87.88,29.68
87.37,29.21
87.5,29.31
85.81,29.29
85.22,29.45
86.95,27.22
86.89,27.33
87.38,27.34
88.8,27.88
89.72,28.9
89.01,28.08
87.75,27.85
88.33,28.56
87.27,28.63
86.95,29.62
88.64,30.56
88.25,30.15
89.54,31.43
89.44,31.49
89.98,32.49
89.69,32.29
90.7,32.63
91.09,32.19
91.03,32.4
91.55,31.3
90.36,32.71
90.96,32.79
92.25,33.87
93.85,33.38
94.15,33.7
93.76,34.11
93.45,34.58
94.24,35.34
96.2,36.4
95.73,37.43
96.36,37.61
94.41,36.25
96.23,37.69
93.71,37.4
93.56,37.54
93.83,38.19
93.86,38.97
93.7,39.68
92.17,39.43
91.1,38.52
91.93,38.51
92.35,38.7
91.61,38.85
91.9,37.97
90.54,36.25
90.92,37.41
91.45,37.09
92.31,38.05
92.29,37.51
92.04,38.67
91.18,37.93
92.39,37.46
91.25,36.05
90.76,34.71
90.71,33.81
89.27,32.57
89.51,32.77
89.58,32.38
90.19,32.37
90.81,32.11
92.24,33.47
91.98,33.56
91.93,34.24
93.28,34.83
93.13,34.94
93.44,34.81
93.26,35.79
93.41,36.22
93.71,36.32
92.11,35.76
91.2,33.47
91.62,35.49
93.35,36.81
93.87,37.92
94.68,37.97
94.78,38.2
94.6,38.27
93.75,37.65
92.93,37.71
92.79,36.86
92.95,37.35
93.72,37.8
93,36.03
91.61,35.52
92.06,36.86
92.53,38.12
92.27,37.67
93.65,38.23
92.34,38.3
92.76,37.17
92.79,36.95
93.19,37.72
93.87,37.66
93.4,36.05
93.9,35.27
96.19,35.18
97.46,35.32
97.53,35.13
97.43,36.94
97.08,36.94
97.7,37.37
98.78,35.82
97.96,35.71
98.9,36.7
99.91,37.43
99.34,37.49
98.67,37.12
98.36,35.85
99.67,36.98
98.83,35.13
97.55,33.97
97,34
97.05,34.51
97.43,34.31
98.85,36.19
97.89,36.23
98.37,35.87
99.82,36.18
102.28,36.54
102.36,35.96
103.64,36.68
102.84,37.16
103.56,37.69
104.26,38.15
104.18,38.61
102.86,39.91
103.18,40.45
104.23,40.76
103.42,40.39
103.75,41.33
103.92,41.47
103.49,40.91
101.86,40.13
101.85,40.59
100.73,39.46
102.69,40.9
102.53,39.32
103.95,39.97
106.46,40.62
107.1,40.99
106.98,40.8
107.43,39.7
108.19,40.5
108.39,40.41
109.6,40.55
108.21,39.27
109.74,39.12
111.63,40.29
111.97,40.48
112.25,40.67
112.3,39.66
112.94,39.42
114.29,39.38
114.73,38.58
116.62,39.5
115.06,38.5
115.64,39.15
117.38,39.62
119.18,38.84
118.7,38.52
113.75,38.33
113.11,37.49
110.95,36.85
110.84,35.87
110.82,35.73
109.32,35.48
110.24,35.58
110.21,35.93
111.59,36.74
107.34,36.36
108.95,36.66
106.95,36.16
106.17,36.56
106.55,37.74
108.36,38.2
108.55,38.86
107.47,38.84
106.93,39.14
107.31,39.28
109.8,40.27
109.7,40.41
111.51,40.97
110.82,40.72
111.37,40.93
112.85,40.54
110.49,39.63
111.54,39.21
112.03,39.06
110.86,38.4
111.52,38.93
108.94,37.89
107.37,37.24
107.17,36.34
107.48,36.81
107.56,36.5
106.53,36.08
106.48,36.16
105.96,35.64
108.35,36.72
109.13,37.53
108.7,37.65
104.37,35.8
104.68,35.21
104.04,35.09
105.41,36.21
105.12,36.51
107.13,36.78
107.04,36.31
109.62,37.79
109.25,37.97
109.98,38.73
109.47,39.09
109.07,39.03
107.89,38.33
107.36,38.99
108.31,38.11
109.43,38.82
109.43,38.35
111.02,38.8
111.63,39.4
110.83,39.15
110.81,39.85
109.88,39.79
109.72,39.55
108.47,39.9
108.6,40.05
107.95,39.51
108.36,38.83
110.4,39.79
109.59,40.23
110.34,39.92
108.28,39.2
107.75,39.56
108.32,39.7
106.3,38.94
106.78,38.9
108.59,38.83
108.75,39.96
107.97,39.95
108.95,40.29
110.26,41.24
110.89,42.07
111.03,42.02
112.49,41.52
112.65,41.44
113.64,41.17
113.01,40.93
112.69,40.89
113.03,41.76
113.65,41.71
111.24,40.6
111.15,40.11
111.46,40.3
112.31,40.27
111.84,40.3
113.19,40.95
112.75,40.35
114.63,39.37
114.31,39.97
114.28,41.04
115.36,41.33
115.73,41.46
114.87,39.7
115.09,38.31
118.49,36.96
118.27,36.31
117.57,37.23
120.66,36.76
121.4,36.77
120.56,36.13
120.37,34.81
119.36,33.88
119.49,33.47
116.63,33.51
115.84,32.2
115.22,32.27
116.84,32.17
117.36,31.85
118.47,32.59
118.69,34.31
118.88,34.04
119.91,33.18
119.78,33.79
117.96,34.26
119.19,32.68
121.49,32.59
121,33.19
120.56,33.95
118.97,34.77
120.01,34.23
119.6,34.33
120.99,35.23
120.33,35.49
121.9,35.14
122.83,35.41
120.39,35.33
121.45,35
120.95,34.24
121.3,34.39
122.76,35.66
121.09,35.21
121.27,34.17
121.68,33.96
117.04,32.87
118.49,32.6
116.51,32.61
117.73,33.65
117.21,34.23
118.36,34.34
117.34,33.78
118.36,34.74
118.3,34.66
118.23,34.58
116.67,34.16
115.73,34.46
116.65,34.82
115.85,34.2
116.86,35.42
116.09,35.39
115.52,35.35
113.51,34.67
113.78,34.36
114.29,35.06
115.49,35.34
115.54,36.48
115.99,36.91
116.72,36.9
116.98,36.71
117.84,36.2
117.4,36.53
117.73,35.87
117.34,34.74
118.77,33.92
118.74,33.79
119.73,33.61
119.75,33.87
120.22,33.68
120.39,33.25
119.97,32.95
119.78,32.43
120.36,31.77
121.36,32.37
120.96,32.62
121.01,33.57
120.91,33.02
122.08,31.92
121.69,32.95
122.29,33.39
121.86,33.09
122.7,32.77
122.71,33.14
121.56,32.89
121.73,33.77
121.62,34.03
124.02,33.89
123.94,33.49
124.63,32.98
124.54,32.65
124.87,33.22
126.01,32.65
126.2,32.58
126.3,32.67
126.69,33.4
126.72,33.24
127.85,33.19
127.95,33.94
127.91,34.84
128.91,35.63
128.46,35.59
130.99,36.09
131.81,36.28
130.37,35.46
131.66,36.15
132.29,35.6
131.96,35.65
134.07,36.16
134.75,36
133.68,35.47
134.28,36.28
130.11,34.62
131.32,35.59
129.47,34.85
129.73,35.49
130.85,35.57
130.88,35.68
129.52,35.42
131.24,35.39
132.62,35.17
131.92,35.81
132.49,36.27
131.57,36.74
136.03,37.49
136.38,37.65
137.78,37.53
135.59,37.05
137.24,38.04
137.66,37.84
133.69,36.47
132.42,36.5
130.97,35.45
130.38,34.73
132.09,35.5
132.2,35.22
133.48,35.05
134.41,34.95
134.18,36.08
133.11,35.97
133.51,36.78
135.42,36.04
135.38,37.2
135.2,37.77
138.07,38.31
139.11,38.22
136.5,37.8
134.79,37.96
135.37,37.94
135.41,37.66
136.05,37.89
136.18,37.9
134.7,37.99
133.81,37.77
134.2,37.81
135.11,38.05
135.32,38.29
135.05,38.64
134.66,38.98
135.02,38.71
137.22,38.91
137.71,38.82
137.03,38.12
138.72,39
138,39.05
134.75,38.08
134.37,38.52
133.83,37.68
133.58,37.67
134.12,38.17
134.91,38.88
135.46,38.99
134.05,38.65
132.69,38.92
133.43,38.73
133.72,38.54
131.2,37.57
131.03,37.51
130.36,36.93
130.1,36.27
131.16,36.85
127.93,35.94
130.28,37.58
129.87,38.61
130.8,38.07
130.45,38.18
132.2,38.09
131.66,37.34
131.68,36.66
133.14,36.64
133.07,36.5
132.85,36.54
132.32,36.05
132.95,35.88
133.97,35.39
134.1,35.53
135.04,36.06
135.41,36.36
136.29,38.49
137.51,39.8
136.48,38.97
137.38,39.68
137.66,39.19
140.03,40.48
139.92,41.39
138.09,41.18
139.35,42.33
139.72,42.37
139.36,42.31
139.41,42.05
137.77,41.4
138.22,40.69
138.86,40.91
136.27,39.39
136.24,39.68
136.97,40.69
138.37,40.97
139.14,41.13
139.05,41.93
140.34,42.11
139.22,42.05
139.26,42.18
138.54,41.42
138.21,41.83
138.67,41.66
139.86,42.6
139.2,43.17
139.84,43.26
142.05,43.1
142.38,43.37
142.51,43.99
143.66,45.15
142.64,43.64
141.61,42.3
141.9,42.75
143.81,43.28
145.05,43.71
145.93,42.88
145.93,42.95
146.5,44.22
146.74,44.57
146.87,44.53
146.38,44.48
149.2,45.02
149.82,44.83
152.37,45.15
150.41,44.93
149.88,44.08
147.73,43.26
143.47,39.32
145.3,38.87
147.38,40.87
147.9,41.08
146.54,39.35
146.59,39.28
145.63,39.44
145.37,38.51
144.74,38.55
145.6,39.5
145.65,39.07
147.49,39.47
147.83,38.47
148.59,39.28
148.58,39.93
148.22,39.6
149.7,39.71
149.64,40.5
149.91,39.52
149.5,39.68
150.22,39.66
150.48,39
150.42,39.05
149.81,39.85
150.56,40.14
149.24,39.07
147.77,38.26
148.67,39.1
149.12,37.58
148.97,37.42
149.94,36.63
150.03,36.72
150.76,36.79
150.99,37.1
148.34,36.01
146.26,35.81
145.73,35.64
146.24,36.42
147.18,37.23
146,37.24
144.93,37.15
147.63,37.96
148.91,37.89
149.15,38.61
150.25,37.8
151.59,37.29
152.77,37.93
154.14,38.35
154.54,37.55
155.2,38.13
156.57,37.59
154.66,38.25
156.02,38.4
154.83,38.72
156.12,38.93
157.34,38.68
157.77,38.81
157.19,37.97
157.32,37.91
158.29,37.42
157.72,37.2
161.52,36.4
161.49,35.86
160.64,33.73
161.75,33.95
167.12,31.51
168.61,31.62
174.58,31.78
170.75,33.3
169.97,33.23
171.8,34.22
173.92,33.83
174.42,34.01
177.72,31.72
179.95,32.12
184.59,32.72
177.67,33.42
171.65,33.08
172.36,32.97
177.47,33.15
173.89,33.96
179.1,34.44
177.72,34.51
177.87,34.47
183.24,33.64
182.9,33.59
177.08,34.69
181.81,34.46
180.7,33.85
176.67,34.42
178.54,34.85
177.21,34.34
174.4,34.6
176.03,34.14
173.31,33.29
175.78,33.43
173.59,32.92
169.05,31.13
159.8,31.09
157.58,31.47
160.63,32.37
156.22,31.25
157.7,31.97
158.06,30.49
160.96,29.74
157.64,29.91
159.46,30.84
160.49,31.98
159.18,32.04
163.27,33.24
162.1,33.01
163.26,32.92
162.3,32.65
163.4,33.87
162.62,33.43
161.84,34.15
159.87,33.31
157.77,33.33
159.52,33.85
161.02,35.38
165.59,35.8
167.4,35.06
169.55,36.21
169.62,36.03
167.34,35.74
167.38,35.2
169.06,35.67
171.72,36.32
170.85,36.46
174.98,37.09
173.53,37.43
172.07,37
171.14,37.72
173.96,38.21
173.2,37.86
173.36,38.43
171.51,39.34
167.1,38.23
167.62,37.82
163.5,37.59
165.31,37.82
164.83,37.16
163.4,37.16
166.63,37.85
166.88,38.55
170.13,38.78
169.63,38.61
169.82,39.03
167.32,39.01
168.18,39
169.4,38.81
165.98,37.78
166.4,38.5
161.99,37.88
158.45,38.61
152.89,36.66
152.33,36.13
155.23,36.27
154.87,36.2
156.98,37.56
157.16,38.11
156.04,38.28
156.31,38.49
154.91,39.06
151.03,38.34
150.34,38.41
151.99,38.11
155.92,39.69
156.71,39.77
157.78,39.17
157.2,39.22
156.5,39.08
158.64,39.34
159.67,38.92
160.38,38.06
159.26,38.16
160.5,38.79
161.6,38.83
161.22,38.69
162.07,37.78
163.16,38.39
162.01,38.1
166.42,38.35
167.27,38.37
168.97,38.3
168.03,38.01
169.31,37.82
169.56,37.38
171.05,37.13
167.64,37.59
167.18,37.33
169.7,37.95
168.5,38.04
168.02,38.33
167.14,38.02
167.51,38.69
167.12,38.84
168.11,39.18
168,39.28
167.35,39.75
171.02,40.58
172.94,40.59
173.02,41.37
172.23,42.01
171.7,41.18
173.49,40.79
164.29,40.92
166.61,41.75
166.34,40.77
165.65,40.97
162.7,40.13
163.63,40.61
165.28,40.82
166.38,41.09
165.07,40.7
162.3,40.83
159.57,40.41
161.08,40.28
161.3,41.03
161.59,41.29
160.13,40.43
160.21,40.66
159.57,40.14
161.53,40.69
164.4,40.77
163.24,40.71
161.51,40.19
161.28,39.29
162.12,39.23
162.94,40.03
159.89,39.66
157.21,38.84
158.31,39.26
159.37,38.97
